api_157_3	d69be55be24fac61393b5856af03479b	2401	Pfam	PF17921	Integrase zinc binding domain	1191	1245	1.9E-14	T	08-03-2021	IPR041588	Integrase zinc-binding domain	
Pgal_3_2	0347962f95aba9326b5056758997ccaa	2284	PANTHER	PTHR24559:SF222	-	663	1072	3.1E-40	T	08-03-2021
Pgal_3_2	0347962f95aba9326b5056758997ccaa	2284	Gene3D	G3DSA:3.30.70.270	-	604	746	6.3E-19	T	08-03-2021	IPR043128	Reverse transcriptase/Diguanylate cyclase domain	
Pgal_3_2	0347962f95aba9326b5056758997ccaa	2284	CDD	cd09274	RNase_HI_RT_Ty3	833	950	1.0235E-30	T	08-03-2021
Pgal_3_2	0347962f95aba9326b5056758997ccaa	2284	Gene3D	G3DSA:3.30.70.270	-	754	950	1.0E-32	T	08-03-2021	IPR043128	Reverse transcriptase/Diguanylate cyclase domain	
Pgal_3_1	90c28bc8454b740567b9059c8de064d7	2285	Gene3D	G3DSA:3.30.70.270	-	603	630	2.5E-23	T	08-03-2021	IPR043128	Reverse transcriptase/Diguanylate cyclase domain	
Pgal_3_1	90c28bc8454b740567b9059c8de064d7	2285	MobiDBLite	mobidb-lite	consensus disorder prediction	282	311	-	T	08-03-2021
Pgal_3_1	90c28bc8454b740567b9059c8de064d7	2285	SUPERFAMILY	SSF56672	DNA/RNA polymerases	531	662	3.11E-24	T	08-03-2021	IPR043502	DNA/RNA polymerase superfamily	
Pgal_3_1	90c28bc8454b740567b9059c8de064d7	2285	MobiDBLite	mobidb-lite	consensus disorder prediction	223	242	-	T	08-03-2021
Pgal_3_1	90c28bc8454b740567b9059c8de064d7	2285	MobiDBLite	mobidb-lite	consensus disorder prediction	261	311	-	T	08-03-2021
Pgal_3_1	90c28bc8454b740567b9059c8de064d7	2285	MobiDBLite	mobidb-lite	consensus disorder prediction	216	246	-	T	08-03-2021
Pgal_3_1	90c28bc8454b740567b9059c8de064d7	2285	Gene3D	G3DSA:3.10.10.10	HIV Type 1 Reverse Transcriptase	531	664	2.5E-23	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	PANTHER	PTHR24559:SF269	-	1564	1707	1.2E-87	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	PANTHER	PTHR24559:SF269	-	1018	1419	1.2E-87	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	MobiDBLite	mobidb-lite	consensus disorder prediction	510	532	-	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	CDD	cd01647	RT_LTR	1019	1200	8.16292E-74	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	MobiDBLite	mobidb-lite	consensus disorder prediction	591	616	-	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	Gene3D	G3DSA:3.10.10.10	HIV Type 1 Reverse Transcriptase	981	1125	1.9E-67	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	SUPERFAMILY	SSF53098	Ribonuclease H-like	1627	1713	2.84E-13	T	08-03-2021	IPR012337	Ribonuclease H-like superfamily	
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	MobiDBLite	mobidb-lite	consensus disorder prediction	1411	1500	-	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	ProSitePatterns	PS00141	Eukaryotic and viral aspartyl proteases active site.	680	691	-	T	08-03-2021	IPR001969	Aspartic peptidase, active site	GO:0004190|GO:0006508
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	Gene3D	G3DSA:3.30.70.270	-	1065	1200	1.9E-67	T	08-03-2021	IPR043128	Reverse transcriptase/Diguanylate cyclase domain	
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	ProSiteProfiles	PS50994	Integrase catalytic domain profile.	1626	1708	9.066	T	08-03-2021	IPR001584	Integrase, catalytic core	GO:0015074
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	CDD	cd00303	retropepsin_like	669	759	5.44944E-19	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	Gene3D	G3DSA:1.10.340.70	-	1524	1615	5.5E-12	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	Gene3D	G3DSA:3.30.420.10	-	1623	1728	2.5E-19	T	08-03-2021	IPR036397	Ribonuclease H superfamily	GO:0003676
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	Gene3D	G3DSA:2.40.70.10	Acid Proteases	659	782	3.8E-19	T	08-03-2021	IPR021109	Aspartic peptidase domain superfamily	
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	ProSiteProfiles	PS50878	Reverse transcriptase (RT) catalytic domain profile.	1016	1200	13.16	T	08-03-2021	IPR000477	Reverse transcriptase domain	
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	Pfam	PF17921	Integrase zinc binding domain	1563	1615	1.8E-15	T	08-03-2021	IPR041588	Integrase zinc-binding domain	
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	MobiDBLite	mobidb-lite	consensus disorder prediction	472	540	-	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	MobiDBLite	mobidb-lite	consensus disorder prediction	564	639	-	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	MobiDBLite	mobidb-lite	consensus disorder prediction	1819	1846	-	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	MobiDBLite	mobidb-lite	consensus disorder prediction	415	430	-	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	CDD	cd09274	RNase_HI_RT_Ty3	1296	1415	4.92567E-47	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	Gene3D	G3DSA:3.30.70.270	-	1214	1413	6.1E-55	T	08-03-2021	IPR043128	Reverse transcriptase/Diguanylate cyclase domain	
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	PANTHER	PTHR24559	-	1564	1707	1.2E-87	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	PANTHER	PTHR24559	-	1018	1419	1.2E-87	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	Pfam	PF13650	Aspartyl protease	670	757	8.8E-10	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	SUPERFAMILY	SSF50630	Acid proteases	667	763	1.65E-11	T	08-03-2021	IPR021109	Aspartic peptidase domain superfamily	
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	1044	1200	3.2E-20	T	08-03-2021	IPR000477	Reverse transcriptase domain	
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	Pfam	PF17917	RNase H-like domain found in reverse transcriptase	1290	1392	2.7E-27	T	08-03-2021	IPR041373	Reverse transcriptase, RNase H-like domain	
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	Gene3D	G3DSA:3.10.20.370	-	1287	1400	6.1E-55	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	MobiDBLite	mobidb-lite	consensus disorder prediction	196	210	-	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	MobiDBLite	mobidb-lite	consensus disorder prediction	405	445	-	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	MobiDBLite	mobidb-lite	consensus disorder prediction	2004	2023	-	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	MobiDBLite	mobidb-lite	consensus disorder prediction	196	219	-	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	MobiDBLite	mobidb-lite	consensus disorder prediction	1467	1481	-	T	08-03-2021
api_165_3	8b181dcf2495c2bf3a8008a40ba36186	2203	SUPERFAMILY	SSF56672	DNA/RNA polymerases	958	1393	8.34E-129	T	08-03-2021	IPR043502	DNA/RNA polymerase superfamily	
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	MobiDBLite	mobidb-lite	consensus disorder prediction	1560	1587	-	T	08-03-2021
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	ProSiteProfiles	PS50013	Chromo and chromo shadow domain profile.	1938	1997	14.874	T	08-03-2021	IPR000953	Chromo/chromo shadow domain	
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	MobiDBLite	mobidb-lite	consensus disorder prediction	2123	2147	-	T	08-03-2021
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	MobiDBLite	mobidb-lite	consensus disorder prediction	1682	1705	-	T	08-03-2021
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	Gene3D	G3DSA:3.30.420.10	-	1703	1804	1.4E-25	T	08-03-2021	IPR036397	Ribonuclease H superfamily	GO:0003676
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	ProSiteProfiles	PS50994	Integrase catalytic domain profile.	1704	1789	12.388	T	08-03-2021	IPR001584	Integrase, catalytic core	GO:0015074
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	MobiDBLite	mobidb-lite	consensus disorder prediction	1359	1378	-	T	08-03-2021
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	MobiDBLite	mobidb-lite	consensus disorder prediction	1474	1493	-	T	08-03-2021
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	MobiDBLite	mobidb-lite	consensus disorder prediction	1474	1498	-	T	08-03-2021
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	SMART	SM00298	chromo_7	1937	1990	2.4E-12	T	08-03-2021	IPR000953	Chromo/chromo shadow domain	
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	PANTHER	PTHR24559	-	1714	1912	7.5E-42	T	08-03-2021
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	MobiDBLite	mobidb-lite	consensus disorder prediction	1359	1380	-	T	08-03-2021
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	SUPERFAMILY	SSF54160	Chromo domain-like	1894	1992	5.3E-18	T	08-03-2021	IPR016197	Chromo-like domain superfamily	
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	Pfam	PF00385	Chromo (CHRromatin Organisation MOdifier) domain	1938	1988	6.3E-13	T	08-03-2021	IPR023780	Chromo domain	
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	CDD	cd00024	CD_CSD	1938	1979	3.79298E-13	T	08-03-2021
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	Gene3D	G3DSA:2.40.50.40	-	1933	1995	3.2E-18	T	08-03-2021
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	PANTHER	PTHR24559:SF290	-	1714	1912	7.5E-42	T	08-03-2021
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	MobiDBLite	mobidb-lite	consensus disorder prediction	841	869	-	T	08-03-2021
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	SUPERFAMILY	SSF53098	Ribonuclease H-like	1711	1783	8.35E-16	T	08-03-2021	IPR012337	Ribonuclease H-like superfamily	
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	MobiDBLite	mobidb-lite	consensus disorder prediction	2084	2105	-	T	08-03-2021
api_165_2	f3a846e18778a861144ef65f29ad6e84	2204	MobiDBLite	mobidb-lite	consensus disorder prediction	515	555	-	T	08-03-2021
Enie_1_6	881abee1056c4dde4858f5c678e16d87	2094	Gene3D	G3DSA:3.30.70.270	-	2024	2094	3.0E-17	T	08-03-2021	IPR043128	Reverse transcriptase/Diguanylate cyclase domain	
Enie_1_6	881abee1056c4dde4858f5c678e16d87	2094	PANTHER	PTHR24559:SF269	-	1840	2065	2.9E-55	T	08-03-2021
Enie_1_6	881abee1056c4dde4858f5c678e16d87	2094	CDD	cd01647	RT_LTR	1838	2014	2.39546E-65	T	08-03-2021
Enie_1_6	881abee1056c4dde4858f5c678e16d87	2094	MobiDBLite	mobidb-lite	consensus disorder prediction	1801	1826	-	T	08-03-2021
Enie_1_6	881abee1056c4dde4858f5c678e16d87	2094	Gene3D	G3DSA:3.10.10.10	HIV Type 1 Reverse Transcriptase	1826	1939	2.1E-59	T	08-03-2021
Enie_1_6	881abee1056c4dde4858f5c678e16d87	2094	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	1855	2013	5.6E-21	T	08-03-2021	IPR000477	Reverse transcriptase domain	
Enie_1_6	881abee1056c4dde4858f5c678e16d87	2094	MobiDBLite	mobidb-lite	consensus disorder prediction	921	935	-	T	08-03-2021
Enie_1_6	881abee1056c4dde4858f5c678e16d87	2094	PANTHER	PTHR24559	-	1840	2065	2.9E-55	T	08-03-2021
Enie_1_6	881abee1056c4dde4858f5c678e16d87	2094	MobiDBLite	mobidb-lite	consensus disorder prediction	827	976	-	T	08-03-2021
Enie_1_6	881abee1056c4dde4858f5c678e16d87	2094	MobiDBLite	mobidb-lite	consensus disorder prediction	959	976	-	T	08-03-2021
Enie_1_6	881abee1056c4dde4858f5c678e16d87	2094	MobiDBLite	mobidb-lite	consensus disorder prediction	835	871	-	T	08-03-2021
Enie_1_6	881abee1056c4dde4858f5c678e16d87	2094	SUPERFAMILY	SSF56672	DNA/RNA polymerases	1828	2091	1.56E-83	T	08-03-2021	IPR043502	DNA/RNA polymerase superfamily	
Enie_1_6	881abee1056c4dde4858f5c678e16d87	2094	ProSiteProfiles	PS50878	Reverse transcriptase (RT) catalytic domain profile.	1835	2014	18.08	T	08-03-2021	IPR000477	Reverse transcriptase domain	
Enie_1_6	881abee1056c4dde4858f5c678e16d87	2094	Gene3D	G3DSA:3.30.70.270	-	1879	2014	2.1E-59	T	08-03-2021	IPR043128	Reverse transcriptase/Diguanylate cyclase domain	
Enie_1_5	344f789fc21deae271785e2fdbef538f	2095	MobiDBLite	mobidb-lite	consensus disorder prediction	1219	1233	-	T	08-03-2021
Enie_1_5	344f789fc21deae271785e2fdbef538f	2095	MobiDBLite	mobidb-lite	consensus disorder prediction	1379	1395	-	T	08-03-2021
Enie_1_5	344f789fc21deae271785e2fdbef538f	2095	MobiDBLite	mobidb-lite	consensus disorder prediction	1145	1260	-	T	08-03-2021
Enie_1_5	344f789fc21deae271785e2fdbef538f	2095	MobiDBLite	mobidb-lite	consensus disorder prediction	1702	1757	-	T	08-03-2021
Enie_1_5	344f789fc21deae271785e2fdbef538f	2095	MobiDBLite	mobidb-lite	consensus disorder prediction	1463	1477	-	T	08-03-2021
Enie_1_5	344f789fc21deae271785e2fdbef538f	2095	MobiDBLite	mobidb-lite	consensus disorder prediction	1457	1487	-	T	08-03-2021
Enie_1_5	344f789fc21deae271785e2fdbef538f	2095	MobiDBLite	mobidb-lite	consensus disorder prediction	1379	1402	-	T	08-03-2021
Enie_1_5	344f789fc21deae271785e2fdbef538f	2095	ProSiteProfiles	PS50158	Zinc finger CCHC-type profile.	1284	1298	8.911	T	08-03-2021	IPR001878	Zinc finger, CCHC-type	GO:0003676|GO:0008270
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	Pfam	PF13650	Aspartyl protease	327	380	1.4E-6	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	MobiDBLite	mobidb-lite	consensus disorder prediction	37	77	-	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	PANTHER	PTHR24559:SF286	-	1203	1282	3.5E-13	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	ProSiteProfiles	PS50158	Zinc finger CCHC-type profile.	121	136	9.966	T	08-03-2021	IPR001878	Zinc finger, CCHC-type	GO:0003676|GO:0008270
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	SUPERFAMILY	SSF57756	Retrovirus zinc finger-like domains	107	141	8.16E-6	T	08-03-2021	IPR036875	Zinc finger, CCHC-type superfamily	GO:0003676|GO:0008270
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	MobiDBLite	mobidb-lite	consensus disorder prediction	92	115	-	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	Gene3D	G3DSA:1.10.340.70	-	1213	1281	1.0E-11	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	MobiDBLite	mobidb-lite	consensus disorder prediction	1481	1500	-	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	MobiDBLite	mobidb-lite	consensus disorder prediction	292	307	-	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	Pfam	PF00098	Zinc knuckle	121	136	1.5E-4	T	08-03-2021	IPR001878	Zinc finger, CCHC-type	GO:0003676|GO:0008270
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	MobiDBLite	mobidb-lite	consensus disorder prediction	859	942	-	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	ProSitePatterns	PS00141	Eukaryotic and viral aspartyl proteases active site.	336	347	-	T	08-03-2021	IPR001969	Aspartic peptidase, active site	GO:0004190|GO:0006508
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	MobiDBLite	mobidb-lite	consensus disorder prediction	1567	1660	-	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	SUPERFAMILY	SSF50630	Acid proteases	322	366	3.34E-5	T	08-03-2021	IPR021109	Aspartic peptidase domain superfamily	
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	MobiDBLite	mobidb-lite	consensus disorder prediction	163	189	-	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	MobiDBLite	mobidb-lite	consensus disorder prediction	245	307	-	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	MobiDBLite	mobidb-lite	consensus disorder prediction	268	282	-	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	MobiDBLite	mobidb-lite	consensus disorder prediction	961	982	-	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	MobiDBLite	mobidb-lite	consensus disorder prediction	1074	1088	-	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	MobiDBLite	mobidb-lite	consensus disorder prediction	92	118	-	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	CDD	cd00303	retropepsin_like	325	397	1.77603E-7	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	Gene3D	G3DSA:4.10.60.10	-	100	145	8.8E-6	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	SMART	SM00343	c2hcfinal6	121	137	0.0041	T	08-03-2021	IPR001878	Zinc finger, CCHC-type	GO:0003676|GO:0008270
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	MobiDBLite	mobidb-lite	consensus disorder prediction	803	824	-	T	08-03-2021
api_181_3	407ab1da0d93e3e944620005a2e0346b	1660	PANTHER	PTHR24559	-	1203	1282	3.5E-13	T	08-03-2021
