Gypsy6-I_DR                     DF0003473.2  5410 api_157              -           7204   1.7e-20   74.7   0.0   1   2   3.2e-21   4.3e-19   70.0   0.0  2377  3274  1738  2599  1687  2630 0.74 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy-26-I_DR                   DF0002786.1  4616 api_157              -           7204   2.3e-20   74.6   0.0   1   1   2.4e-22   3.3e-20   74.1   0.0  2146  3105  1738  2697  1720  2842 0.72 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy107-I_Dr                   DF0002684.1  4297 api_157              -           7204   2.5e-20   74.4   0.0   1   1   2.6e-22   3.6e-20   73.9   0.0  1873  2739  1935  2789  1745  2868 0.75 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy42-I_DR                    DF0003368.2  4975 api_157              -           7204     1e-18   69.1   0.0   1   1   1.1e-20   1.5e-18   68.6   0.0  3698  4628  1671  2613  1656  2633 0.77 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy-171_DR-I                  DF0002768.2  6086 api_157              -           7204   3.1e-18   67.3   0.0   1   3   8.8e-14   1.2e-11   45.5   0.0  2789  3425  1757  2385  1738  2438 0.75 LTR retrotransposon from zebrafish: internal sequence
Gypsy-171_DR-I                  DF0002768.2  6086 api_157              -           7204   3.1e-18   67.3   0.0   2   3   4.4e-05    0.0059   16.6   0.0  3604  3751  2482  2629  2448  2860 0.81 LTR retrotransposon from zebrafish: internal sequence
Gypsy-32-I_DR                   DF0003068.2  4400 api_157              -           7204   4.1e-18   67.1   0.0   1   1   4.5e-20   6.1e-18   66.5   0.0  3222  4053  1730  2558  1536  2585 0.72 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy98-I_Dr                    DF0002228.1  5504 api_157              -           7204   5.2e-18   66.4   0.0   1   1   6.5e-20   8.9e-18   65.6   0.0  2443  3010  1738  2305  1688  2324 0.80 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy121-I_DR                   DF0002658.2  4926 api_157              -           7204   1.9e-17   64.7   0.0   1   1   1.9e-19   2.6e-17   64.3   0.0  3704  4832  1747  2872  1727  2885 0.72 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy133-I_DR                   DF0003144.1  5525 api_157              -           7204   4.6e-17   63.4   0.4   1   2     9e-17   1.2e-14   55.3   0.0  2455  2990  1737  2275  1659  2306 0.79 LTR retrotransposon from zebrafish: internal sequence
Gypsy-173_DR-I                  DF0002669.2  4247 api_157              -           7204   5.2e-17   63.6   0.0   1   1   6.1e-19   8.3e-17   62.9   0.0  1601  2419  1750  2568  1744  2577 0.77 LTR retrotransposon from zebrafish: internal sequence
Halyomorpha_halys-1_family-189  DF0004584.1   947 api_157              -           7204   1.5e-16   63.6   3.3   1   2   1.4e-07     2e-05   26.9   0.0     7   240  2127  2360  2121  2368 0.88 Long Terminal Repeat for an Gypsy endogenous retrovirus
Halyomorpha_halys-1_family-189  DF0004584.1   947 api_157              -           7204   1.5e-16   63.6   3.3   2   2   1.2e-09   1.6e-07   33.8   0.0   421   620  2541  2740  2457  2743 0.71 Long Terminal Repeat for an Gypsy endogenous retrovirus
Gypsy72-I_DR                    DF0002541.1  4297 api_157              -           7204     4e-16   60.2   0.0   1   1   4.3e-18   5.9e-16   59.6   0.0  2104  2735  2173  2789  1976  2798 0.69 LTR retrotransposon from zebrafish: internal sequence
Gypsy-27-I_DR                   DF0003919.1  5177 api_157              -           7204   7.6e-16   59.6   0.0   1   2   5.1e-10   6.9e-08   33.2   0.0  2906  3536  2208  2829  2003  2849 0.80 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy-27-I_DR                   DF0003919.1  5177 api_157              -           7204   7.6e-16   59.6   0.0   2   2   2.6e-07   3.5e-05   24.2   0.0  4079  4391  3807  4121  3784  4154 0.78 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy-197_DR-I                  DF0003105.2  4292 api_157              -           7204     1e-15   59.2   0.1   1   1     3e-17   4.1e-15   57.2   0.0  1908  2732  1977  2789  1920  2920 0.74 LTR retrotransposon from zebrafish: internal sequence
Gypsy-200_DR-I                  DF0003923.1  5496 api_157              -           7204   2.1e-15   57.8   0.0   1   1   2.9e-17     4e-15   56.9   0.0  4252  5111  1699  2564  1682  2590 0.69 LTR retrotransposon from zebrafish: internal sequence
Gypsy-208_DR-I                  DF0002770.2  3953 api_157              -           7204   2.3e-15   58.9   0.0   1   1   2.5e-17   3.4e-15   58.4   0.0  1654  2048  1986  2386  1968  2393 0.81 LTR retrotransposon from zebrafish: internal sequence
Gypsy70-I_DR                    DF0002790.1  4295 api_157              -           7204   2.6e-15   57.7   0.0   1   1   2.9e-17   3.9e-15   57.2   0.0  1684  2500  1752  2568  1735  2817 0.75 LTR retrotransposon from zebrafish: internal sequence
QUASIMODO2-I_DM                 DF0001687.2  5500 api_157              -           7204   7.1e-15   56.6   0.0   1   1   7.6e-17     1e-14   56.1   0.0  2454  3343  1494  2368  1480  2386 0.71 Drosophila melanogaster retroviral like element QUASIMODO2, internal.
Gypsy-25-I_DR                   DF0002789.1  4574 api_157              -           7204   1.1e-14   56.0   0.0   1   1   1.2e-16   1.6e-14   55.4   0.0  2116  3295  1746  2957  1666  2976 0.74 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
NOMAD_I                         DF0001678.2  6572 api_157              -           7204   1.5e-14   54.9   0.0   1   1   1.6e-16   2.2e-14   54.4   0.0  3182  3668  1880  2366  1868  2391 0.92 NOMAD_I is an internal part of retrovirus NOMAD.
Gypsy89-I_DR                    DF0002733.1  4368 api_157              -           7204     5e-14   53.6   0.0   1   2   2.8e-15   3.8e-13   50.7   0.0  1795  2582  1782  2566  1739  2582 0.74 LTR retrotransposon from zebrafish: internal sequence
QUASIMODO_I                     DF0001688.1  6060 api_157              -           7204   7.2e-14   53.5   0.0   1   1     8e-16   1.1e-13   52.8   0.0  2268  2756  1878  2366  1761  2377 0.84 QUASIMODO_I is an internal portion of QUASIMODO retrovirus-like element
Gypsy-23-I_DR                   DF0003057.2  5793 api_157              -           7204   1.3e-13   52.0   0.0   1   1   1.3e-15   1.8e-13   51.5   0.0  2310  3457  1690  2825  1623  2863 0.70 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy58-I_DR                    DF0002800.1  4221 api_157              -           7204   1.4e-13   52.5   0.0   1   1   1.5e-15     2e-13   52.0   0.0  1629  2129  1866  2375  1828  2397 0.77 LTR retrotransposon from zebrafish: internal sequence
Gypsy-168-I_DR                  DF0002513.2  4291 api_157              -           7204   3.3e-13   50.6   0.0   1   1   3.5e-15   4.8e-13   50.0   0.0  1983  2483  2072  2569  1971  2579 0.75 LTR retrotransposon from zebrafish: internal sequence
Halyomorpha_halys-1_family-191  DF0004438.1   679 api_157              -           7204   5.6e-13   52.1   0.0   1   1   8.7e-15   1.2e-12   51.0   0.0   197   678  1787  2268  1735  2269 0.80 Long Terminal Repeat for an Gypsy endogenous retrovirus
MDG3_I                          DF0001670.1  4986 api_157              -           7204   6.1e-13   50.4   0.0   1   1   6.5e-15   8.8e-13   49.9   0.0  2290  2944  1738  2389  1718  2403 0.77 Internal part of D.melanogaster MDG3 retrotransposon.
Gypsy-184_DR-I                  DF0003680.2  4016 api_157              -           7204   6.5e-13   50.4   0.0   1   1   9.5e-15   1.3e-12   49.4   0.0  1354  2237  1705  2578  1653  2613 0.65 LTR retrotransposon from zebrafish: internal sequence
Gypsy12_I                       DF0001615.1  5546 api_157              -           7204   1.4e-11   45.3   0.0   1   1   1.4e-13     2e-11   44.8   0.0  3534  4162  2200  2829  2179  2837 0.76 GYPSY12_I is an internal portion of the GYPSY12 endogenous retrovirus.
Halyomorpha_halys-1_family-260  DF0004556.1   334 api_157              -           7204   2.2e-11   47.4   0.1   1   1   9.4e-13   1.3e-10   44.9   0.0    48   315  2474  2741  2453  2745 0.77 Long Terminal Repeat for an Gypsy endogenous retrovirus
Invader6_I                      DF0001658.2  4099 api_157              -           7204   4.6e-11   44.3   0.0   1   1   5.5e-13   7.5e-11   43.5   0.0  1560  2191  1739  2370  1728  2486 0.77 INVADER6_I is an internal portion of the INVADER6 endogenous retrovirus.
Gypsy-19-I_DR                   DF0002780.1  6544 api_157              -           7204     5e-11   43.2   0.0   1   2   6.1e-10   8.3e-08   32.5   0.0  3002  3699  1671  2368  1644  2373 0.73 fossilized copy
Gypsy56-I_DR                    DF0003745.1  4556 api_157              -           7204   6.4e-11   43.4   0.0   1   1   1.1e-12   1.5e-10   42.1   0.0  1802  2961  1731  2875  1715  2895 0.70 LTR retrotransposon from zebrafish: internal sequence
Gypsy104-I_Dr                   DF0002243.2  4283 api_157              -           7204   3.3e-10   40.8   0.0   1   1     6e-12   8.2e-10   39.5   0.0  1898  2798  1978  2866  1921  2918 0.70 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy44-I_DR                    DF0002838.2  5077 api_157              -           7204   3.6e-10   40.8   0.0   2   2   1.1e-07   1.4e-05   25.6   0.0  4116  4665  2011  2565  1942  2739 0.76 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy88-I_DR                    DF0002611.1  4328 api_157              -           7204     4e-10   40.4   0.0   1   1   4.2e-12   5.7e-10   39.9   0.0  2035  2552  2059  2575  1978  2634 0.75 LTR retrotransposon from zebrafish: internal sequence
Gypsy86-I_DR                    DF0003308.2  4007 api_157              -           7204   9.4e-10   40.1   0.0   1   2   5.9e-09     8e-07   30.4   0.0  1464  2016  1739  2297  1713  2384 0.70 LTR retrotransposon from zebrafish: internal sequence
Halyomorpha_halys-5_family-3015 DF0005798.2  2477 api_157              -           7204   2.1e-09   38.9   0.0   1   1   2.2e-11     3e-09   38.4   0.0  1064  1780  1640  2362  1619  2389 0.74 Long Terminal Repeat for an Gypsy endogenous retrovirus
Gypsy143-I_DR                   DF0003482.1  4438 api_157              -           7204   2.2e-09   38.4   0.0   1   1   2.3e-11   3.1e-09   37.9   0.0  1989  2507  2085  2615  1982  2650 0.68 LTR retrotransposon from zebrafish: internal sequence
Halyomorpha_halys-1_family-270  DF0004565.1   401 api_157              -           7204   2.3e-09   40.5   0.4   1   1   7.8e-11   1.1e-08   38.3   0.0    55   253  2543  2741  2538  2746 0.80 Long Terminal Repeat for an Gypsy endogenous retrovirus
Gypsy-209_DR-I                  DF0003346.2  4180 api_157              -           7204   2.4e-09   38.0   0.0   1   1   2.7e-11   3.7e-09   37.3   0.0  2030  2421  2187  2575  2146  2588 0.88 LTR retrotransposon from zebrafish: internal sequence
Gypsy157-I_DR                   DF0002811.2 10900 api_157              -           7204   2.5e-09   36.9   0.0   1   2   1.9e-08   2.6e-06   26.9   0.0  4477  5044  1729  2299  1634  2349 0.69 LTR retrotransposon from zebrafish: internal sequence
Gypsy35-I_DR                    DF0003579.2  4464 api_157              -           7204   2.6e-09   38.1   0.0   1   1     7e-11   9.5e-09   36.2   0.0  3238  3787  1670  2231  1655  2269 0.68 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy122-I_DR                   DF0003094.1  4524 api_157              -           7204   3.4e-09   37.3   0.0   1   2     3e-08     4e-06   27.1   0.0  3611  3751  1987  2132  1934  2383 0.68 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy105-I_Dr                   DF0003343.1  4282 api_157              -           7204   6.3e-09   36.5   0.0   1   1   1.1e-10   1.5e-08   35.3   0.0  1861  2813  1943  2881  1847  2894 0.71 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy48-I_DR                    DF0003256.1  4410 api_157              -           7204     7e-09   36.5   0.0   1   2   6.5e-09   8.8e-07   29.5   0.0  3232  3868  1730  2369  1663  2387 0.66 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy108-I_Dr                   DF0003989.2  4301 api_157              -           7204   7.8e-09   36.2   0.0   1   1     8e-11   1.1e-08   35.7   0.0  1648  2467  1752  2568  1744  2575 0.70 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Halyomorpha_halys-1_family-237  DF0004607.1   373 api_157              -           7204   1.1e-08   38.7   0.0   1   1   1.4e-10   1.9e-08   37.9   0.0   129   363  2012  2246  1982  2250 0.85 Long Terminal Repeat for an Gypsy endogenous retrovirus
Gypsy-188_DR-I                  DF0003573.2  6785 api_157              -           7204     2e-08   35.0   0.0   1   2   3.8e-08   5.2e-06   27.0   0.0  3252  3907  1740  2389  1734  2441 0.73 LTR retrotransposon from zebrafish: internal sequence
Gypsy-129_DR-I                  DF0003357.1  4325 api_157              -           7204   2.1e-08   34.6   0.0   1   1   2.2e-10   2.9e-08   34.1   0.0  2052  2818  2078  2832  1934  2866 0.75 LTR retrotransposon from zebrafish: internal sequence
Gypsy172-I_Dr                   DF0003150.2  4216 api_157              -           7204   2.4e-08   34.8   0.0   1   1   4.9e-10   6.6e-08   33.3   0.0  1934  2388  2077  2571  2063  2581 0.73 Gypsy LTR retrotransposon from zebrafish: internal sequence
Gypsy85-I_DR                    DF0003692.2  6685 api_157              -           7204   3.2e-08   33.8   0.0   1   1   3.3e-10   4.5e-08   33.3   0.0  2815  3508  1641  2330  1628  2389 0.69 LTR retrotransposon from zebrafish: internal sequence
MICROPIA_I                      DF0001672.2  4476 api_157              -           7204   4.4e-08   33.9   0.0   1   1   4.5e-10   6.2e-08   33.4   0.0  1548  2341  1739  2565  1728  2579 0.68 MICROPIA_I is an internal portion of the MICROPIA retrotransposon.
Gypsy-216_DR-I                  DF0003617.2  4983 api_157              -           7204   6.2e-08   33.4   0.0   1   1   7.1e-10   9.6e-08   32.7   0.0  3730  4354  1711  2352  1668  2436 0.72 LTR retrotransposon from zebrafish: internal sequence
Gypsy-34-I_DR                   DF0003106.1  4439 api_157              -           7204     8e-08   33.1   0.2   2   2   3.8e-09   5.1e-07   30.4   0.0  3586  4106  2047  2572  1976  2703 0.76 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy-233_DR-I                  DF0003210.2  7131 api_157              -           7204   9.8e-08   32.1   0.0   1   1   1.5e-09     2e-07   31.1   0.0  3403  4057  2009  2581  1738  2586 0.74 LTR retrotransposon from zebrafish: internal sequence
Gypsy3-I_DR                     DF0003175.1  4321 api_157              -           7204   1.1e-07   32.6   0.0   1   1   1.1e-09   1.5e-07   32.1   0.0  1984  2548  2014  2575  1988  2778 0.73 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy-22-I_DR                   DF0003304.2  5713 api_157              -           7204   1.4e-07   31.9   0.0   1   2   4.7e-07   6.4e-05   23.0   0.0  3410  4080  2013  2680  2001  2801 0.77 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy-167-I_DR                  DF0002607.2  4990 api_157              -           7204   1.6e-07   32.1   0.0   1   1   1.8e-09   2.5e-07   31.4   0.0  3797  4639  1731  2579  1719  2671 0.69 LTR retrotransposon from zebrafish: internal sequence
Gypsy-162_DR-I                  DF0003451.2  6103 api_157              -           7204   1.8e-07   31.7   0.0   1   1   1.7e-08   2.3e-06   28.1   0.0  3036  3866  2012  2761  2008  2778 0.70 LTR retrotransposon from zebrafish: internal sequence
Gypsy-195_DR-I                  DF0003047.2  4288 api_157              -           7204     2e-07   31.6   0.0   1   1     2e-09   2.8e-07   31.1   0.0  2054  2622  2009  2575  1943  2816 0.78 LTR retrotransposon from zebrafish: internal sequence
Gypsy52-I_DR                    DF0002918.1  5474 api_157              -           7204     3e-07   30.8   0.0   1   1   4.4e-09     6e-07   29.8   0.0  2210  3251  1609  2634  1570  2679 0.68 LTR retrotransposon from zebrafish: internal sequence
Gypsy49-I_DR                    DF0002230.1  5683 api_157              -           7204   3.4e-07   30.8   0.0   1   1   3.5e-09   4.7e-07   30.3   0.0  4360  4983  1724  2353  1683  2476 0.72 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy-17-I_DR                   DF0003119.1  6546 api_157              -           7204   4.4e-07   30.1   0.0   1   1   4.3e-09   5.9e-07   29.7   0.0  2960  3561  1691  2295  1676  2369 0.67 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy8-I_DR                     DF0003436.1  6655 api_157              -           7204   4.5e-07   30.0   0.0   1   2     6e-06   0.00082   19.2   0.0  3284  3772  1881  2369  1682  2438 0.66 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy50-I_DR                    DF0003182.1  5692 api_157              -           7204   4.8e-07   30.2   0.0   1   1   5.3e-09   7.1e-07   29.7   0.0  4207  4949  1676  2424  1651  2452 0.68 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
HMSBEAGLE_I                     DF0001644.1  6529 api_157              -           7204   5.5e-07   29.9   0.0   1   1   5.4e-09   7.4e-07   29.5   0.0  3455  3942  1878  2365  1764  2433 0.76 Internal part of HMSBEAGLE retrovirus-like element from Gypsy superfamily.
Gypsy-166-I_DR                  DF0002716.2  4298 api_157              -           7204   6.9e-07   29.6   0.0   1   1     8e-09   1.1e-06   29.0   0.0  1916  2573  1980  2631  1929  2701 0.71 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy-221_DR-I                  DF0003873.1  4976 api_157              -           7204     1e-06   29.3   0.0   1   1   1.1e-08   1.6e-06   28.7   0.0  3678  4568  1670  2563  1628  2584 0.65 LTR retrotransposon from zebrafish: internal sequence
Gypsy6_I                        DF0001630.2  7012 api_157              -           7204   1.3e-06   28.4   0.0   1   1   1.5e-08     2e-06   27.7   0.0  3008  3908  1868  2738  1842  2773 0.68 GYPSY6_I is an internal portion of the GYPSY6 endogenous retrovirus
Gypsy69-I_DR                    DF0003405.2  4245 api_157              -           7204   2.2e-06   28.5   0.0   1   2   1.6e-07   2.2e-05   25.2   0.0  1770  2431  1912  2570  1878  2575 0.73 LTR retrotransposon from zebrafish: internal sequence
Gypsy53-I_DR                    DF0004009.1  4456 api_157              -           7204   2.5e-06   28.2   0.0   1   1   2.6e-08   3.5e-06   27.7   0.0  1939  2277  2015  2362  1947  2374 0.71 LTR retrotransposon from zebrafish: internal sequence
Gypsy-28-I_DR                   DF0002533.2  4299 api_157              -           7204   2.8e-06   27.6   0.0   1   1     3e-08   4.1e-06   27.1   0.0  2134  2516  2188  2570  2176  2607 0.74 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy76-I_DR                    DF0003577.1  4336 api_157              -           7204   6.4e-06   26.4   0.0   1   1   7.2e-08   9.8e-06   25.8   0.0  1735  2357  1751  2376  1743  2758 0.73 LTR retrotransposon from zebrafish: internal sequence
Gypsy135-I_DR                   DF0002407.1  4290 api_157              -           7204   6.9e-06   26.5   0.0   1   1   7.1e-08   9.6e-06   26.0   0.0  2105  2515  2180  2581  1744  2600 0.67 LTR retrotransposon from zebrafish: internal sequence
Halyomorpha_halys-1_family-303  DF0004635.1   218 api_157              -           7204   7.5e-06   29.8   0.0   1   1   1.2e-07   1.7e-05   28.7   0.0    11   190  2117  2296  2109  2320 0.88 Long Terminal Repeat for an Gypsy endogenous retrovirus
Halyomorpha_halys-1_family-343  DF0004670.1   184 api_157              -           7204   9.9e-06   29.4   0.0   1   1   2.1e-07   2.9e-05   27.8   0.0     9   175  2193  2359  2187  2363 0.93 Long Terminal Repeat for an Gypsy endogenous retrovirus
Gypsy-170-I_DR                  DF0003384.1  4313 api_157              -           7204   1.2e-05   25.8   0.0   1   1   1.5e-07     2e-05   25.1   0.0  1938  2518  1989  2569  1931  2634 0.75 LTR retrotransposon from zebrafish: internal sequence
Gypsy-190_DR-I                  DF0002630.2  4189 api_157              -           7204   1.3e-05   25.7   0.0   1   1   1.4e-07   1.8e-05   25.2   0.0  1349  2091  1670  2395  1666  2629 0.79 LTR retrotransposon from zebrafish: internal sequence
Gypsy138-I_DR                   DF0002967.2 11410 api_157              -           7204   1.7e-05   24.3   0.0   1   1   1.7e-07   2.4e-05   23.8   0.0  3925  4614  1881  2567  1862  2581 0.71 LTR retrotransposon from zebrafish: internal sequence
Gypsy4_I                        DF0001625.2  6288 api_157              -           7204   1.9e-05   25.1   0.0   1   1   3.9e-07   5.3e-05   23.6   0.0  2457  3344  1877  2737  1850  2795 0.63 GYPSY4_I is an internal portion of the GYPSY4 endogenous retrovirus
Gypsy62-I_DR                    DF0003961.2  4293 api_157              -           7204     2e-05   25.0   0.0   1   1   3.4e-07   4.7e-05   23.8   0.0  2104  2464  2216  2573  1746  2601 0.70 LTR retrotransposon from zebrafish: internal sequence
BURDOCK_I                       DF0001552.2  5860 api_157              -           7204   2.1e-05   25.1   0.0   1   1   4.6e-07   6.2e-05   23.5   0.0  2550  3049  1878  2377  1755  2787 0.74 Drosophila melanogaster BURDOCK retrotransposon - internal sequence.
Halyomorpha_halys-1_family-286  DF0004503.1   179 api_157              -           7204   2.4e-05   28.2   0.0   1   1   3.6e-07   4.9e-05   27.2   0.0    11   154  2012  2155  2009  2163 0.84 Long Terminal Repeat for an Gypsy endogenous retrovirus
Gypsy148-I_DR                   DF0002809.1  4828 api_157              -           7204   3.1e-05   24.2   0.0   1   1   3.2e-07   4.3e-05   23.7   0.0  3641  4348  1731  2444  1655  2478 0.75 LTR retrotransposon from zebrafish: internal sequence
Gypsy120-I_DR                   DF0003890.2  4522 api_157              -           7204   3.1e-05   24.6   0.0   1   1   1.3e-06   0.00018   22.0   0.0  3594  3843  1971  2226  1956  2867 0.76 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
GTWIN_I                         DF0001608.2  6421 api_157              -           7204   4.1e-05   23.6   0.0   1   1   4.3e-07   5.9e-05   23.1   0.0  2591  3112  1868  2387  1764  2461 0.73 GTWIN_I is an internal part of Gypsy-related retrovirus GTWIN.
Gypsy38-I_DR                    DF0002395.2  5385 api_157              -           7204   4.3e-05   24.0   0.0   1   1   4.3e-07   5.9e-05   23.5   0.0  4279  4729  1994  2449  1983  2460 0.75 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Gypsy-198_DR-I                  DF0002861.1  5459 api_157              -           7204   4.6e-05   23.7   0.0   1   1     5e-07   6.8e-05   23.1   0.0  2456  2861  1687  2095  1644  2155 0.77 LTR retrotransposon from zebrafish: internal sequence
Chouto_I                        DF0001556.1  5715 api_157              -           7204   6.5e-05   23.3   0.0   1   1   2.9e-06   0.00039   20.7   0.0  2649  3557  1878  2765  1866  2790 0.69 Internal portion of Chouto retrovirus-like element.
Gypsy164-I_DR                   DF0002601.1  3863 api_157              -           7204   6.5e-05   23.3   0.0   1   1     1e-06   0.00014   22.2   0.0  1496  1934  1988  2426  1919  2446 0.69 LTR retrotransposon from zebrafish: internal sequence
Gypsy-193_DR-I                  DF0003288.1  4324 api_157              -           7204   8.1e-05   22.9   0.0   1   1   8.1e-07   0.00011   22.5   0.0  2160  2373  2188  2404  2176  2831 0.79 LTR retrotransposon from zebrafish: internal sequence
Gypsy2-I_DM                     DF0001620.1  6545 api_157              -           7204   8.7e-05   22.7   0.0   1   1   8.8e-07   0.00012   22.2   0.0  2844  3328  1880  2364  1869  2434 0.75 LTR retrotransposon from fruit fly: internal portion.
Gypsy-202_DR-I                  DF0002648.2  4960 api_157              -           7204   9.7e-05   23.0   0.0   1   2   4.5e-05    0.0061   17.0   0.0  2196  2866  1633  2308  1583  2375 0.59 LTR retrotransposon from zebrafish: internal sequence
Gypsy145-I_DR                   DF0002940.2  4215 api_157              -           7204   0.00011   22.5   0.0   1   2     2e-05    0.0027   17.8   0.0  2114  2425  2263  2571  2232  2581 0.81 LTR retrotransposon from zebrafish: internal sequence
Gypsy-28B-I_DR                  DF0002767.2  4314 api_157              -           7204   0.00016   21.8   0.0   1   1   1.7e-06   0.00023   21.2   0.0  2150  2386  2187  2423  2178  2586 0.72 LTR retrotransposon from zebrafish
Gypsy41-I_DR                    DF0002588.1  5057 api_157              -           7204   0.00017   22.1   0.0   1   1   1.8e-06   0.00024   21.5   0.0  3875  4671  1726  2528  1711  2807 0.62 Internal sequence of a Gypsy LTR retrotransposon from zebrafish
Halyomorpha_halys-4_family-848  DF0005274.1  1798 api_157              -           7204   0.00018   23.4   0.0   1   1   1.3e-06   0.00018   23.4   0.0   161   359  2544  2742  2537  2746 0.78 Long Terminal Repeat for an Gypsy endogenous retrovirus
Gypsy155-I_DR                   DF0003612.1  3660 api_157              -           7204   0.00021   21.9   0.0   1   1   2.2e-06    0.0003   21.4   0.0  2959  3265  2265  2569  1943  2620 0.72 LTR retrotransposon from zebrafish: internal sequence
